1.11.0.0,1.11.255.255
45.114.92.0,45.114.93.255
45.114.95.0,45.114.95.255
45.115.152.0,45.115.155.255
45.115.25.0,45.115.25.255
45.117.12.0,45.117.15.255
45.117.144.0,45.117.147.255
45.118.250.0,45.118.250.255
45.119.144.0,45.119.147.255
45.119.252.0,45.119.255.255
45.120.200.0,45.120.200.255
45.120.64.0,45.120.71.255
45.120.76.0,45.120.78.255
45.121.164.0,45.121.167.255
45.125.232.0,45.125.235.255
45.126.149.0,45.126.149.255
45.133.108.0,45.133.111.255
45.133.194.0,45.133.194.255
45.137.96.0,45.137.96.255
45.142.153.0,45.142.153.255
45.150.50.0,45.150.50.255
45.151.90.0,45.151.90.255
45.158.168.0,45.158.169.255
45.192.11.0,45.192.11.255
45.192.120.0,45.192.127.255
45.192.14.0,45.192.14.255
45.192.30.0,45.192.30.255
45.194.114.0,45.194.115.255
45.194.118.0,45.194.118.255
45.194.99.0,45.194.99.255
45.195.133.0,45.195.133.255
45.195.240.0,45.195.241.255
45.195.62.0,45.195.62.255
45.195.73.0,45.195.73.255
45.197.120.0,45.197.120.255
45.197.136.0,45.197.136.255
45.197.22.0,45.197.22.255
45.197.77.0,45.197.80.255
45.199.129.0,45.199.129.255
45.201.101.0,45.201.101.255
45.201.103.0,45.201.103.255
45.201.50.0,45.201.50.255
45.201.56.0,45.201.56.255
45.201.61.0,45.201.61.255
45.201.72.0,45.201.72.255
45.201.77.0,45.201.77.255
45.201.80.0,45.201.80.255
45.201.82.0,45.201.82.255
45.201.95.0,45.201.95.255
45.204.76.0,45.204.76.255
45.204.79.0,45.204.79.255
45.248.201.0,45.248.201.255
45.248.72.0,45.248.75.255
45.249.160.0,45.249.163.255
45.249.64.0,45.249.67.255
45.250.204.0,45.250.211.255
45.250.220.0,45.250.223.255
45.254.252.0,45.254.252.255
45.34.182.0,45.34.182.255
45.35.182.0,45.35.182.255
45.38.128.0,45.38.128.255
45.38.171.0,45.38.171.255
45.38.179.0,45.38.179.255
45.38.185.0,45.38.186.255
45.38.240.0,45.38.240.255
45.38.246.0,45.38.246.255
45.38.255.0,45.38.255.255
45.39.132.0,45.39.132.255
45.39.137.0,45.39.139.255
45.39.141.0,45.39.142.255
45.43.40.0,45.43.43.255
45.64.140.0,45.64.147.255
45.64.152.0,45.64.155.255
45.64.172.0,45.64.175.255
45.67.97.0,45.67.97.255
45.8.174.0,45.8.175.255
45.8.93.0,45.8.93.255
45.80.212.0,45.80.212.255
45.91.225.0,45.91.225.255
46.8.114.0,46.8.115.255
46.8.99.0,46.8.99.255
47.235.28.0,47.235.28.255
47.246.29.0,47.246.29.255
47.246.59.0,47.246.59.255
47.80.0.0,47.80.63.255
47.80.128.0,47.80.255.255
48.208.34.0,48.208.35.255
49.1.0.0,49.1.255.255
49.128.192.0,49.128.223.255
49.142.0.0,49.143.223.255
49.16.0.0,49.31.255.255
49.160.0.0,49.175.255.255
49.236.64.0,49.236.191.255
49.238.64.0,49.238.255.255
49.239.128.0,49.239.191.255
49.246.0.0,49.246.127.255
49.247.0.0,49.247.255.255
49.254.0.0,49.254.255.255
49.50.0.0,49.50.3.255
49.50.128.0,49.50.191.255
49.50.16.0,49.50.63.255
49.56.0.0,49.63.255.255
49.8.0.0,49.11.255.255
51.162.188.0,51.162.191.255
51.5.51.0,51.5.52.255
51.53.200.0,51.53.207.255
52.100.0.0,52.100.0.255
52.100.134.0,52.100.134.255
52.100.140.0,52.100.140.255
52.100.191.0,52.100.191.255
52.101.153.0,52.101.156.255
52.102.202.0,52.102.203.255
52.103.202.0,52.103.203.255
52.103.74.0,52.103.75.255
52.104.54.0,52.104.54.255
52.105.209.0,52.105.209.255
52.108.190.0,52.108.190.255
52.108.226.0,52.108.227.255
52.108.48.0,52.108.49.255
52.108.87.0,52.108.87.255
52.109.44.0,52.109.51.255
52.111.194.0,52.111.194.255
52.111.234.0,52.111.234.255
52.113.110.0,52.113.111.255
52.113.156.0,52.113.157.255
52.113.8.0,52.113.8.255
52.114.44.0,52.114.51.255
52.115.106.0,52.115.111.255
52.121.172.0,52.121.177.255
52.122.212.0,52.122.219.255
52.122.253.0,52.122.253.255
52.122.36.0,52.122.39.255
52.123.173.0,52.123.174.255
52.123.38.0,52.123.39.255
52.124.157.0,52.124.159.255
52.124.231.0,52.124.231.255
52.141.0.0,52.141.63.255
52.144.227.0,52.144.227.255
52.147.96.0,52.147.127.255
52.219.144.0,52.219.149.255
52.219.202.0,52.219.207.255
52.219.56.0,52.219.61.255
52.231.0.0,52.231.255.255
52.232.144.0,52.232.145.255
52.239.190.0,52.239.190.255
52.239.204.0,52.239.204.255
52.245.100.0,52.245.103.255
52.245.112.0,52.245.115.255
52.253.173.0,52.253.174.255
52.46.53.0,52.46.53.255
52.78.0.0,52.79.255.255
52.84.166.0,52.84.167.255
52.84.252.0,52.84.253.255
52.84.85.0,52.84.85.255
52.85.227.0,52.85.231.255
52.93.137.0,52.93.137.255
52.93.247.0,52.93.248.255
52.94.6.0,52.94.6.255
52.95.111.0,52.95.111.255
52.95.192.0,52.95.207.255
52.95.252.0,52.95.252.255
52.96.167.0,52.96.167.255
52.97.114.0,52.97.114.255
52.97.118.0,52.97.118.255
52.97.94.0,52.97.94.255
52.98.106.0,52.98.106.255
52.98.124.0,52.98.124.255
52.98.39.0,52.98.39.255
52.98.47.0,52.98.47.255
52.98.51.0,52.98.51.255
52.98.55.0,52.98.55.255
52.98.67.0,52.98.67.255
52.98.72.0,52.98.72.255
54.116.0.0,54.117.255.255
54.180.0.0,54.181.255.255
54.182.204.0,54.182.204.255
54.182.213.0,54.182.213.255
54.192.172.0,54.192.175.255
54.192.60.0,54.192.63.255
54.192.68.0,54.192.71.255
54.192.88.0,54.192.91.255
54.230.154.0,54.230.155.255
54.230.164.0,54.230.171.255
54.230.176.0,54.230.179.255
54.230.220.0,54.230.221.255
54.230.60.0,54.230.63.255
54.239.116.0,54.239.127.255
54.239.154.0,54.239.154.255
54.239.187.0,54.239.187.255
54.240.187.0,54.240.187.255
57.140.125.0,57.140.125.255
57.140.60.0,57.140.63.255
57.73.192.0,57.73.207.255
58.102.0.0,58.103.255.255
58.120.0.0,58.127.255.255
58.138.192.0,58.138.255.255
58.140.0.0,58.143.255.255
58.145.0.0,58.145.127.255
58.146.192.0,58.146.255.255
58.147.176.0,58.147.183.255
58.148.0.0,58.151.255.255
58.180.0.0,58.181.63.255
58.184.0.0,58.184.255.255
58.224.0.0,58.239.255.255
58.29.0.0,58.29.255.255
58.65.64.0,58.65.127.255
58.72.0.0,58.79.255.255
58.84.44.0,58.84.47.255
58.87.32.0,58.87.63.255
59.0.0.0,59.31.255.255
59.150.0.0,59.150.255.255
59.151.192.0,59.151.255.255
59.152.128.0,59.152.191.255
59.153.40.0,59.153.40.255
59.186.0.0,59.187.255.255
59.86.192.0,59.86.255.255
60.196.0.0,60.197.255.255
60.253.0.0,60.253.95.255
61.101.0.0,61.101.223.255
61.101.244.0,61.101.247.255
61.102.0.0,61.106.239.255
61.107.0.0,61.110.31.255
61.110.48.0,61.111.63.255
61.111.112.0,61.111.191.255
61.111.240.0,61.111.255.255
61.14.208.0,61.14.211.255
61.245.176.0,61.245.191.255
61.245.224.0,61.245.255.255
61.247.192.0,61.247.223.255
61.247.64.0,61.247.159.255
61.248.176.0,61.248.191.255
61.248.224.0,61.248.227.255
61.249.224.0,61.251.31.255
61.249.92.0,61.249.159.255
61.251.160.0,61.251.255.255
61.251.64.0,61.251.79.255
61.251.96.0,61.251.111.255
61.252.16.0,61.252.63.255
61.252.76.0,61.252.79.255
61.252.96.0,61.255.255.255
61.32.0.0,61.43.255.255
61.4.192.0,61.4.255.255
61.47.192.0,61.47.255.255
61.5.160.0,61.5.191.255
61.72.0.0,61.85.255.255
61.96.0.0,61.97.79.255
61.97.96.0,61.100.247.255
62.112.216.0,62.112.216.255
63.105.192.0,63.105.207.255
63.142.15.0,63.142.15.255
63.218.149.0,63.218.149.255
63.218.237.0,63.218.237.255
63.222.106.0,63.222.106.255
64.110.64.0,64.110.95.255
64.176.224.0,64.176.255.255
64.188.32.0,64.188.47.255
64.23.64.0,64.23.79.255
65.229.126.0,65.229.127.255
65.49.30.0,65.49.30.255
66.103.21.0,66.103.21.255
66.22.228.0,66.22.229.255
66.22.64.0,66.22.65.255
66.232.136.0,66.232.147.255
67.209.53.0,67.209.53.255
70.132.53.0,70.132.53.255
70.152.15.0,70.152.16.255
72.155.0.0,72.155.127.255
72.246.103.0,72.246.103.255
74.124.196.0,74.124.196.255
74.227.0.0,74.227.143.255
77.77.181.0,77.77.181.255
78.41.137.0,78.41.137.255
79.110.48.0,79.110.48.255
79.110.55.0,79.110.55.255
8.213.128.0,8.213.159.255
8.220.192.0,8.220.255.255
8.244.72.0,8.244.79.255
8.246.0.0,8.246.0.255
8.246.129.0,8.246.138.255
8.34.70.0,8.34.70.255
8.38.149.0,8.38.149.255
80.67.78.0,80.67.79.255
80.93.222.0,80.93.222.255
81.171.87.0,81.171.87.255
82.117.226.0,82.117.226.255
82.205.164.0,82.205.164.255
84.247.102.0,84.247.103.255
85.142.184.0,85.142.191.255
85.142.248.0,85.142.249.255
85.209.121.0,85.209.121.255
86.106.77.0,86.106.77.255
86.38.66.0,86.38.66.255
86.38.69.0,86.38.69.255
86.38.77.0,86.38.79.255
86.38.90.0,86.38.90.255
86.38.94.0,86.38.95.255
87.120.202.0,87.120.202.255
87.121.165.0,87.121.165.255
88.209.217.0,88.209.217.255
88.218.40.0,88.218.40.255
89.117.202.0,89.117.202.255
89.117.205.0,89.117.205.255
89.117.210.0,89.117.210.255
89.117.232.0,89.117.232.255
89.147.101.0,89.147.101.255
89.184.28.0,89.184.28.255
89.213.223.0,89.213.223.255
89.213.248.0,89.213.249.255
89.34.172.0,89.34.172.255
89.47.116.0,89.47.116.255
91.108.228.0,91.108.231.255
91.186.194.0,91.186.195.255
91.193.100.0,91.193.103.255
91.200.221.0,91.200.221.255
91.204.225.0,91.204.227.255
91.208.69.0,91.208.69.255
91.209.179.0,91.209.179.255
91.226.57.0,91.226.57.255
92.223.1.0,92.223.1.255
92.223.15.0,92.223.15.255
92.223.61.0,92.223.61.255
92.223.73.0,92.223.73.255
92.38.134.0,92.38.135.255
92.38.160.0,92.38.161.255
92.38.164.0,92.38.167.255
93.113.177.0,93.113.177.255
93.118.36.0,93.118.36.255
93.152.212.0,93.152.212.255
93.152.217.0,93.152.218.255
93.152.222.0,93.152.222.255
93.152.226.0,93.152.227.255
94.137.95.0,94.137.95.255
94.154.161.0,94.154.161.255
94.190.195.0,94.190.195.255
94.241.160.0,94.241.161.255
94.26.89.0,94.26.89.255
95.214.174.0,95.214.174.255
95.214.178.0,95.214.179.255
96.16.99.0,96.16.99.255
98.142.249.0,98.142.249.255
98.98.106.0,98.98.107.255
98.98.55.0,98.98.59.255
99.150.24.0,99.150.31.255
99.151.144.0,99.151.151.255
99.77.141.0,99.77.141.255
99.77.242.0,99.77.242.255
99.78.184.0,99.78.191.255
99.82.168.0,99.82.168.255
99.86.144.0,99.86.152.255
99.86.201.0,99.86.207.255
,
IP2Location™ is an open source geolocation database with limited accuracy.,
,
Explore,
Home,
IP Address,
Affiliate Program,
Commercial Databases,
Edition Comparison,
Contact,
FAQ,
Products,
IP2Location™ LITE,
IP2Proxy™ LITE,
ASN LITE,
Featured Sites,
IP2Location Geolocation Technology,
IP Geolocation API,
FraudLabs Pro Credit Card Fraud Detection,
MailboxValidator Email Validation,
GeoDataSource World Cities Database,
© 2011 - 2025 IP2Location.com. All Rights Reserved.,
Terms of Service | Privacy Policy,
